city,area,Vegetation_Cover,Amenities_Total_Count,park_name,reviews_count,weighted_rating,sentiment_score,avg_review_time,Amenities_Diversity_Shannon,Amenities_Diversity,Shape_Deviation,Urban_Circulation_Amenities,Cultural_Context,Urban_Features,cluster
Rotterdam,0.024329705097523,100.0,53,Schinnenbaan,121,3.838683939601922,0.9804,65970,1.4110757149753343,0.3333333333333333,0.3175717462221904,34,2,17,2
Rotterdam,0.0287804553959872,100.0,13,Deijffelbroeksepark,15,3.8494911176906,0.9871,21129,0.7902679680745903,0.1666666666666666,0.6966676001624009,3,0,10,2
Rotterdam,0.0087933728135526,100.0,45,Branco van Dantzigpark,64,3.8539732142857135,0.8313,56594,0.7418161668479184,0.2222222222222222,0.2154326685335562,2,0,43,2
Rotterdam,0.0696209334307983,100.0,42,Argonautenpark,98,3.866640516039052,0.9676,34199,0.9346360873745012,0.2777777777777778,0.391923387400046,34,0,8,2
Rotterdam,0.0702180759238228,100.0,51,Berg- en Broekpark,13,3.851417716827279,0.9795,59020,1.018440845751654,0.3888888888888889,0.5751322771095911,38,1,12,2
Rotterdam,0.0316613489903111,100.0,43,Albert Schweizerplantsoen,454,4.034392458100559,0.9907,27494,0.4442686545817681,0.1111111111111111,0.6454151356397967,36,0,7,2
Rotterdam,0.00396545572644,100.0,23,Luchtpark Hofbogen,75,3.871837349397591,0.9665,55977,0.8002853336058786,0.2222222222222222,0.6169358019218745,4,1,18,2
Utrecht,0.0178753766923552,100.0,76,Tolsteegplantsoen,27,4.1193089742620455,0.9878,65830,1.729119876551329,0.4444444444444444,0.4066252869577239,22,3,51,2
Utrecht,0.0118513649792019,100.0,14,Jochem Uytdehaageplantsoen,10,4.1186658228953,0.7906,56545,1.0547209169068124,0.2222222222222222,0.3299540962358109,8,0,6,2
Utrecht,0.1484597586035877,100.0,39,Het Bosch,48,4.12998399863455,0.9737,70577,0.707289398705969,0.2222222222222222,0.8299736331302963,31,0,8,2
Utrecht,0.0318394626742601,68.29155462349783,27,Juliana van Stolbergpark,181,4.134453427273717,0.9829,61033,0.5735160760972796,0.2222222222222222,0.3869246283068617,24,1,2,2
Utrecht,0.0359444215044155,100.0,12,Cantons park,645,4.139803913823206,0.9911,29476,0.7214636866925116,0.1666666666666666,0.4931468352051443,9,1,2,2
Utrecht,0.1805717119475323,100.0,20,Gaasperzoom,139,4.138322784489655,0.9798,46522,0.799902779427117,0.2222222222222222,0.2613971568425012,15,0,5,2
Utrecht,0.0007723395553901,100.0,18,Pandhof SinteÃÂ Marie,294,4.144044671489298,0.9924,53093,1.1199903556503676,0.2222222222222222,0.42345441540376,3,0,15,2
Utrecht,0.0151387392240558,100.0,50,Ringpark West,17,4.114165607310103,0.9642,58269,1.2531927910570937,0.3333333333333333,0.3968342543112129,29,1,20,2
Utrecht,0.0236961688893856,100.0,31,Pekingtuin,23,4.118878603830373,0.9845,51364,1.1142149694748098,0.3333333333333333,0.4931468352051443,21,3,7,2
Utrecht,0.4184627110518813,100.0,13,Landgoed Vollenhoven,84,4.1252268026159085,0.9843,49016,0.2711893730418441,0.1111111111111111,0.4136979197333064,12,0,1,2
Utrecht,0.0174202968745743,100.0,57,Liesbospark,91,4.120719198393457,0.963,39639,1.286242678831532,0.2777777777777778,0.4592246881865545,25,0,32,2
Utrecht,0.0678342145127966,100.0,72,Slot Zeist,299,4.144443452630013,0.9822,55292,0.7684418754198677,0.5,0.440537772996813,61,3,8,2
Utrecht,0.0857437307108066,100.0,58,Hoog Beek en Royen,95,4.11547603475661,0.9839,35638,0.8201784523894697,0.3888888888888889,0.440537772996813,45,3,10,2
Utrecht,0.0082153292817985,100.0,59,Jacob van Lennepplein,21,4.112402961292911,0.948,52757,0.6151112341259299,0.1111111111111111,0.4468456158561626,18,0,41,2
Utrecht,0.0032038680770304,97.77066868262074,14,Beerthuizenplantsoen,55,4.122265237392034,0.9722,58260,1.2700181519104905,0.2777777777777778,0.4632957784365938,7,0,7,2
Utrecht,0.0232575290737561,100.0,37,De Waterbron,96,4.115467203419725,0.996,51424,0.9152921775770566,0.3333333333333333,0.5535237882408778,27,1,9,2
Utrecht,0.1482905743728466,100.0,46,Kasteeltuin Lunenburg,35,4.124302191836779,0.995,61782,0.7972316669969958,0.2777777777777778,0.6093709094567732,35,2,9,2
Utrecht,0.0262084379585511,100.0,30,Willem-Alexanderpark,7,4.115453124487632,-0.128,33415,0.9433483923290392,0.1666666666666666,0.4016439468253404,15,0,15,2
Utrecht,0.0441555298183523,49.17165678086769,42,Sjanghaipark,11,4.118234813045897,0.9652,56375,0.72228704847609,0.1666666666666666,0.822540503143947,28,0,14,2
Utrecht,0.0094298587245442,100.0,75,Moreelsepark,35,4.113955733281735,0.9464,49918,0.9659290898223094,0.3333333333333333,0.42345441540376,7,6,62,2
Utrecht,0.0762814646264668,100.0,44,Boetzelaerpark,333,4.163840719449446,0.9891,46412,1.0838965742193154,0.3888888888888889,0.5360884153308194,29,2,13,2
Utrecht,0.0167549828313994,100.0,62,Sonnenborgh,24,4.118986388522214,0.9877,58124,1.3367639319118534,0.3888888888888889,0.42345441540376,30,3,29,2
Utrecht,0.0030910358832944,100.0,36,Daalsepark,94,4.099374272893469,0.9466,48197,1.079680225652526,0.3333333333333333,0.3513830523122383,9,1,26,2
Utrecht,0.0171207934940587,85.76396764049564,43,Huisbos,73,4.132557376704479,0.9897,61102,1.2542176814837822,0.2777777777777778,0.6797338980267329,24,1,18,2
Utrecht,0.0183332137296926,100.0,48,Kloosterplantsoen,302,4.175523247177659,0.9897,50228,1.0218977305332133,0.3333333333333333,0.5126200145489226,30,2,16,2
Utrecht,0.0087848674784046,100.0,14,BRONpark,87,4.120537299112497,0.986,48561,0.2573186405438316,0.1111111111111111,0.8241279825303582,13,1,0,2
Utrecht,0.0141737201135486,100.0,62,Bosje van Goes,46,4.118623547505126,0.9874,44502,1.1182966689396316,0.2777777777777778,0.5283640437606102,23,0,39,2
Utrecht,0.0249169541819021,100.0,29,De Groene Kop,140,4.138468452055626,0.9973,38591,0.6030352600367863,0.1666666666666666,0.943999510891076,23,0,6,2
Utrecht,0.0360447827922741,100.0,12,Henk van der Griftpark,23,4.120248140569684,0.9915,50654,0.5660857389596289,0.1666666666666666,0.4999902396798513,10,0,2,2
Utrecht,0.0848496929719517,100.0,47,Wijkpark Molenvliet,284,4.128604786267124,0.923,54107,0.2054707498023055,0.1666666666666666,0.3269236946720356,45,1,1,2
Utrecht,0.0186523358061565,100.0,32,Van Heukelompark,93,4.1208098360996495,0.9147,53347,1.2885201555823618,0.2222222222222222,0.6616734681690969,11,0,21,2
Utrecht,0.0251224757126104,100.0,52,Park de Wildbaan,53,4.115856281310827,0.9869,58793,1.0321032751610717,0.2777777777777778,0.4967325072456195,33,3,16,2
Utrecht,0.0309609026921996,100.0,13,Heidetuin Driebergen,104,4.133120158641631,0.9891,58223,0.2711893730418441,0.1111111111111111,0.6498085414719014,1,0,12,2
Utrecht,0.004508356576393,100.0,27,Kroonpark,406,3.9556558995697855,0.9911,45658,0.7743112444987517,0.1666666666666666,0.5504729225642253,6,0,21,2
Utrecht,0.0069366518015505,100.0,10,Heemtuin,709,4.231353989715366,0.9896,45286,0.0,0.0555555555555555,0.7269112851576565,10,0,0,2
Utrecht,0.0067335164403948,100.0,28,Schepenbuurtpark,19,4.116178063311882,0.967,51541,1.3577945509928284,0.2777777777777778,0.4014033642482617,7,0,21,2
Lille,0.004634143,0.264155008,23,Square Dutilleul,49,3.890533844,0.9799,54230,0.9208326693554344,0.2777777777777778,0.6186053504803162,3,0,20,2
Lille,0.013703588,78.02102314,14,Plaine du C.O.S.E.C. Norbert Segard,14,3.874636727,-0.6936,52382,0.6559757323365467,0.1666666666666666,0.5714648276491354,13,0,1,2
Lille,0.016156519,100.0,67,Parc FranÃÂ§ois Mitterrand,218,3.889991917,0.9902,60251,1.6135950257625349,0.4444444444444444,0.4953520947272373,39,1,27,2
Lille,0.046680053,35.32016625,36,Plaine de Jeux Gernez Rieux,33,3.88253934,0.9306,51220,1.165348217888465,0.2777777777777778,0.6675793007415629,17,0,19,2
Lille,0.000928902,43.69380883,28,Square Gavarni,8,3.87905812,0.8898,38046,1.5488581149226048,0.3333333333333333,0.5264218177654902,5,0,23,2
Lille,0.00284858,47.21641058,21,Square Carnot,260,3.967503904,0.9728,50906,1.3268674160151437,0.2777777777777778,0.497379636549211,10,1,10,2
Lille,0.006658495,57.55554569,47,Jardin des Olieux,5,3.875446616,0.8953,55576,0.7896092355864852,0.2222222222222222,0.1287604776545599,10,0,37,2
Lille,0.004675501,100.0,20,Square Armand Petit,14,3.879236442,0.8977,42432,1.3046615296840591,0.2777777777777778,0.4985478428071005,9,1,10,2
Lille,0.017472324,3.821212442,23,Jardin Public de Loos,195,3.898446388,0.925,43675,1.165803596639699,0.3333333333333333,0.452196447915566,18,1,4,2
Lille,0.01192285,100.0,13,Parc Bocquet,71,3.888945194,0.9907,51330,1.2711814802605796,0.2222222222222222,0.4953520947272373,8,0,5,2
Lille,0.000352336,82.75335401,14,Jardin LittrÃÂ©,29,3.888149897,0.9868,45096,1.4944032113796122,0.2777777777777778,0.1343305967478,1,0,13,2
Lille,0.011644592,100.0,63,Parc du Rossignol,65,3.894876193,0.9648,53311,0.950366913533322,0.2777777777777778,0.6616919896851214,5,0,58,2
Lille,0.004529396,100.0,12,Square de Valmy,35,3.884777821,0.9942,55733,1.0751393240053737,0.2222222222222222,0.4752787233537663,3,1,8,2
Lille,0.013313486,55.82254875,61,Square Lardemer,162,3.878665581,0.9756,45595,1.615728949738208,0.3888888888888889,0.3034525280705771,17,0,44,2
Lille,0.001155265,100.0,23,Square Victor Hugo,8,3.879497632,0.5106,61664,0.559834325921902,0.1666666666666666,0.2013829883156727,4,0,19,2
Lille,0.004179563,100.0,20,Square de l'Arbonnoise,17,3.874186306,0.9247,42047,1.540123194378106,0.3333333333333333,0.5431119468417838,4,1,15,2
Lille,0.00729931,100.0,30,Square Henri GhesquiÃÂ¨re,29,3.875549419,0.9913,46726,1.6918959880893731,0.4444444444444444,0.353511589128297,9,1,20,2
Lille,0.001821904,100.0,10,Square Jules Ferry,485,3.83944001,0.8354,46473,1.6957425341696348,0.3333333333333333,0.4836818540810924,2,0,8,2
Lille,0.009673028,20.45621962,10,Parc du Moulin Tonton,265,3.917996144,0.9359,51438,1.2206072645530175,0.2222222222222222,0.5640246799180242,5,0,5,2
Lille,0.002667228,100.0,16,Square Coustou,9,3.873414007,0.7906,53946,1.2767197047781782,0.2777777777777778,0.4640824585009455,2,0,14,2
Lille,0.03399516,100.0,35,Plan d'eau de Lesquin,242,3.926619409,0.9837,43549,0.8548255099729085,0.2222222222222222,0.4677441009028572,28,1,6,2
Lille,0.000355817,100.0,15,Square Faraday,84,3.882217904,0.9994,65641,1.4897503188505914,0.2777777777777778,0.129523605807132,4,0,11,2
Lille,0.010649207,4.717627252,23,Square L. Devos,10,3.882373828,0.9887,61804,0.6323694730330398,0.1666666666666666,0.2066905722685191,18,0,5,2
Lille,0.007915417,86.49625626,56,Square des Verts-Tilleuls,25,3.881156973,0.99,50643,1.4962808189487538,0.3333333333333333,0.3953662725312006,24,0,32,2
Lille,0.001752524,58.09658064,32,Square de la HoublonniÃÂ¨re,13,3.874074945,0.3406,57499,1.393458922181267,0.3333333333333333,0.5951205074595245,1,0,31,2
Lille,0.002470477,60.63367286,35,Square Flandre-Manuel,6,3.874855126,0.8519,37170,0.6915424017606947,0.2222222222222222,0.353511589128297,5,0,30,2
Lille,0.002677675,16.43603355,33,Jardin Philippe de Comines,18,3.875019992,0.8062,56075,0.859421235899237,0.2777777777777778,0.1287604776545599,7,0,26,2
Lille,0.008284423,6.537504845,26,Berges des Bois-Blancs,143,3.922341239,0.9324,70534,1.7342055445186235,0.3888888888888889,0.8284512324931161,6,1,19,2
Lille,0.003091145,100.0,62,Square Ravel-Debussy,6,3.871555159,0.4926,55961,0.736166424309826,0.2777777777777778,0.2271249668520873,5,0,57,2
Lille,0.002955859,100.0,22,Square Colette,706,4.079525689,0.9958,54841,1.574342989600314,0.3888888888888889,0.2970756869703673,5,0,17,2
Lille,0.001670614,20.93813322,11,IlÃÂ´t Dewas,150,3.878535109,0.8648,45750,1.3896811919839047,0.2777777777777778,0.4953520947272373,5,1,5,2
Lille,0.001338394,100.0,10,Square Paul CÃÂ©zanne,26,3.882744854,0.9385,34334,1.1682824501765623,0.2222222222222222,0.5039185194243088,4,0,6,2
Lille,0.00600604,100.0,54,Square Toulouse Lautrec,7,3.875693486,0.8689,60147,0.7544627023259549,0.2222222222222222,0.592518399242052,6,0,48,2
Lille,0.022992368,24.16427797,16,Espace Nelson-Mandela,187,3.906993593,0.9633,40042,1.1601862439785162,0.2777777777777778,0.4680266252902307,11,0,5,2
Lille,0.006018933,47.58897601,32,Parc de la Comtesse,20,3.869371024,0.85,54297,1.1976254499523011,0.2777777777777778,0.6549311577174319,9,0,23,2
Lille,0.002040059,100.0,13,Jardin de la Noble Tour,165,3.91207849,0.9682,37780,1.2636256721237276,0.2777777777777778,0.1287604776545599,4,1,8,2
Lille,0.016439402,10.42549791,12,Parc de l'Union,34,3.877186432,0.8988,45807,1.126928794800676,0.2222222222222222,0.3746621181001527,7,0,5,2
Lille,0.001363376,100.0,14,Square FrÃÂ©dÃÂ©ric Chopin,353,3.962064285,0.9893,49958,0.6559757323365467,0.1666666666666666,0.5431119468417838,3,0,11,2
Lille,0.000829096,27.75812044,20,Place Alexandre Dumas,44,3.884420639,0.9841,39325,1.070047314690476,0.2222222222222222,0.3034525280705771,2,0,18,2
Lille,0.003612823,5.635747684,32,Plaine LÃÂ©on Jouhaux,150,3.924401993,0.9951,68852,1.296514118334919,0.2222222222222222,0.5216320963887955,6,0,26,2
Lille,0.003240757,74.19196797,34,Square HaÃÂ¯dari,379,3.967260675,0.9909,48338,0.7574195272088401,0.2222222222222222,0.7077777862579882,1,0,33,2
Lille,0.009670779,100.0,23,Les Peupliers,535,3.790883431,0.9672,28907,1.6311795841743972,0.3333333333333333,0.4252915268298889,6,0,17,2
Lille,0.001149877,100.0,12,Square du Manoir,7,3.877232624,0.3182,52279,1.286057336874379,0.2222222222222222,0.4911118849979279,4,0,8,2
Lille,0.033278929,49.03322607,12,Anciens Viviers de l'Abbaye Saint-Calixte,27,3.884439751,0.9757,47998,0.7214636866925116,0.1666666666666666,0.4748613674115428,9,1,2,2
Lille,0.022046014,50.40121844,16,Parc des Rotours,7,3.877617409,0.389,58843,0.8647400965276372,0.1666666666666666,0.4995585784015801,9,0,7,2
Lille,0.000565925,100.0,26,Square LÃÂ©on Blum,91,3.896995371,0.9932,46097,1.085696806649366,0.2777777777777778,0.216479180268176,2,0,24,2
Venezia,0.015911935305627,0.8164042542215975,17,Parco Eunice Kennedy,7,3.605510997615328,0.2732,57640,0.4437572842601484,0.1666666666666666,0.4581110848417598,15,1,1,2
Venezia,0.045260692559266,0.0,20,Parco di Villa Jacur,82,3.628368048631756,0.9958,45735,0.5181862130502128,0.1666666666666666,0.1411373515568866,17,0,3,2
Venezia,0.0093351296022823,0.0,10,Parco comunale di Viale dei Ginepri,28,3.6123517951300257,0.9592,38998,0.8018185525433373,0.1666666666666666,0.2628130855037008,7,1,2,2
Venezia,0.0714435163333609,0.0,19,Parco Pegaso,14,3.603661534915642,0.128,52410,0.6096274235960984,0.2222222222222222,0.7542464434698878,16,1,2,2
Venezia,0.0313496460712943,100.0,28,Parco degli Aviatori,6,3.6071409304330544,0.968,50429,1.5883087858214282,0.3333333333333333,0.4199855540756932,5,0,23,2
Venezia,0.0055645511680245,60.19659808101688,57,Parco pubblico Fosso',5,3.602628585177808,-0.4588,36171,0.0,0.0555555555555555,0.4245740999791727,57,0,0,2
Venezia,0.0195126469417437,10.403194004500516,15,Parco Monviso,27,3.62185828518616,0.9958,38107,0.4850940913022115,0.1666666666666666,0.2253437121606105,13,0,2,2
Venezia,0.0097087130930703,34.26596616623729,11,Parco Via Indri,5,3.605779349238092,0.0,40386,0.0,0.0555555555555555,0.2253437121606105,11,0,0,2
Venezia,0.0067892590130679,46.05728827434249,12,Parco Pubblico Via Ponte Nuovo,6,3.604936553169632,-0.4215,55625,0.8369882167858358,0.2222222222222222,0.1027247418261395,9,0,3,2
Venezia,0.0048557364386152,0.0,24,Giardini Pubblici di Via Trento,64,3.623127191338104,0.9815,49889,0.7621042220469585,0.1666666666666666,0.0,7,0,17,2
Venezia,0.0172869564044256,0.4156921057548907,15,Parco di Villa Ceresa,10,3.6068117188257993,0.9335,44473,0.3926744672275521,0.1111111111111111,0.0,13,0,2,2
Venezia,0.0077408218492381,89.69110748670617,27,Parco di via Curiel,73,3.618357052554935,0.9669,55409,1.2926950083063011,0.2777777777777778,0.3553098007552925,12,1,14,2
Venezia,0.005004113116445,71.15075822696637,17,Giardino Mistico,25,3.611435646600893,0.9947,70622,1.430349831409688,0.2777777777777778,0.6032927139534381,7,3,7,2
Venezia,0.0008112191969017,60.19659808101688,29,Giardino Giuseppe Ungaretti,80,3.635874104357146,0.9867,41519,0.9101347300121758,0.2222222222222222,0.4245740999791727,20,0,9,2
Venezia,0.0518690803766138,16.545509875368612,12,Bosco di via Carrer,69,3.617581473735761,0.9973,43889,0.2868359830561607,0.1111111111111111,0.3423039100406977,11,0,1,2
Napoli,0.0125565506773418,0.0,12,Villa Comunale di Casoria,23,4.127491564089159,0.48,53268,0.6365141682948128,0.1111111111111111,0.4086198337008691,8,0,4,2
Napoli,0.009009454756692,100.0,19,Parco 4 Aprile,763,4.136152632201156,0.9984,50091,0.4094586186950892,0.1666666666666666,0.5225563015937424,17,1,1,2
Napoli,0.003450789524612,2.3414489953732542,22,Giardini Silvia Ruotolo,6,4.129200123303839,-0.2015,43789,0.3676494774001422,0.1666666666666666,0.4650089816146989,20,0,2,2
Napoli,0.0263817748620165,82.60187262305554,12,Villa Comunale di Sant'Antimo,478,4.0907418328933085,0.9749,33672,0.7214636866925116,0.1666666666666666,0.5487246511410396,9,0,3,2
Napoli,0.0160170348244545,100.0,36,Pista Ciclabile Monteruscello,59,4.1300371836392,0.9931,36078,0.7682712760373264,0.2777777777777778,0.7589966929187152,29,1,6,2
Napoli,0.0063073665141698,100.0,16,Villa Gianni Rodari,46,4.128659302132768,0.9917,53750,0.4634135588264299,0.1666666666666666,0.1582134205108047,14,0,2,2
Napoli,0.0233063369513303,33.88487099813006,63,Parco di Villa Parnaso,243,4.141421993595449,-0.9195,49217,0.7758853565238455,0.3333333333333333,0.5101806714529025,51,4,8,2
Napoli,0.0054320689640101,100.0,15,Parco Villa Macrina,130,4.139465476316954,0.9974,67160,0.3926744672275521,0.1111111111111111,0.480615374898179,13,0,2,2
Napoli,0.0136649301930475,100.0,12,Parco del Sole,28,4.128593154768154,-0.5837,61529,0.7214636866925116,0.1666666666666666,0.5358783564990974,9,0,3,2
Napoli,0.0100947110352497,0.0,60,Giardini Principessa Iolanda,172,4.128791812910105,-0.3804,51921,0.2824190364358892,0.1666666666666666,0.732768769910989,56,3,1,2
Napoli,0.0299326898058205,0.0,28,Parco San Gaetano Errico,408,4.069615963079376,-0.6046,52907,0.4904499103768102,0.1666666666666666,0.0,24,1,3,2
Napoli,0.0014101512817405,83.75591129761915,18,Via Gino Alfani,373,4.147504344956696,0.9973,39411,0.8277381569989198,0.1666666666666666,0.5101806714529025,6,0,12,2
Napoli,0.2268708777947425,0.1030700617272392,27,Grande parco di fine Ponticelli,145,4.113296570703082,0.2382,58978,0.5221718405002467,0.1666666666666666,0.5425951260146856,23,4,0,2
Napoli,0.0152998959991587,100.0,18,Villa comunale del Ciaurro,322,4.090158058550915,0.9513,50911,0.936888307539016,0.1666666666666666,0.4378537233672915,6,0,12,2
Napoli,0.0070447267887769,78.81624896868443,15,Villa Calvisia,58,4.127659994522808,0.9885,50753,0.857174043642079,0.2222222222222222,0.1251759219009696,11,0,4,2
Napoli,0.0010438471867355,100.0,15,Villetta Comunale - Largo Parrocchia,11,4.128522774547811,0.959,42121,1.020036958401841,0.2222222222222222,0.5548176657733198,9,1,5,2
Napoli,0.0012219869465979,100.0,19,Parco De Martino,79,4.123795563059446,0.9926,68014,1.166733308360715,0.2777777777777778,0.1407174343104159,10,2,7,2
Napoli,0.0021809676162321,100.0,10,Piazza Sant'Anna,110,4.1275467233817205,0.9996,54147,0.3250829733914482,0.1111111111111111,0.5991037189730113,0,1,9,2
Toulouse,0.076091716186275,100.0,40,Complexe de loisirs de MALPAS,73,3.973710828439395,0.9686,59205,1.806649178715576,0.4444444444444444,0.4187514772285173,15,0,25,2
Toulouse,0.0073723845516857,100.0,30,Jardin de l'UniversitÃÂ©,245,4.004683503836317,0.9982,67433,0.672591048901325,0.2777777777777778,0.761508976666449,25,3,2,2
Toulouse,0.0351022647775719,2.19270176094585,33,Parc Fontaine Lestang,141,3.925403254522147,-0.9385,22758,1.4245759764456416,0.3333333333333333,0.6073184809861065,9,0,24,2
Toulouse,0.0820663998134444,65.12921950817253,24,Parc de la MounÃÂ¨de,19,3.9671076808878287,0.9012,29915,0.894750481832498,0.2777777777777778,0.4660838527577937,19,2,3,2
Toulouse,0.0074940610981197,100.0,21,Square EugÃÂ¨ne Bonnet,814,4.099537844983437,0.9927,56861,1.3418952129979382,0.2777777777777778,0.6090229872777779,11,0,10,2
Toulouse,0.0060489919070256,64.51330003150069,50,Jardin du Pech,16,3.9653277850158895,0.9687,53902,0.8795072161802484,0.3333333333333333,0.4187338916376016,9,1,40,2
Toulouse,0.0038855772477546,100.0,25,Parc du hibou,167,3.9821755378184993,0.9927,39010,1.1849533573427236,0.2777777777777778,0.7339598453922604,4,0,21,2
Toulouse,0.0076212597415335,89.59085047479104,35,Jardin Yves Bergougnan,9,3.964282448053848,-0.0772,36668,1.0502684091185055,0.2777777777777778,0.2046182126016505,22,0,13,2
Toulouse,0.0026546584465354,2.2304367294458336,36,Place Alain Savary,92,3.978010704995264,0.9894,66481,1.0692609175493168,0.1666666666666666,0.4472355123099815,16,0,20,2
Toulouse,0.0075346514455527,3.1864428485296545,21,Espace vert du mail,35,3.965195573074592,0.9362,54988,1.1753622605450231,0.2777777777777778,0.6402459234945863,7,0,14,2
Toulouse,0.0017019810633934,100.0,11,Place Roger Arnaud,11,3.9624737939104353,0.8827,42688,1.3667110520552042,0.2777777777777778,0.4502369623957389,6,1,4,2
Toulouse,0.0038015333258537,11.89692161882625,25,Jardin Sacarin,98,3.970913602567019,0.9882,52288,1.1403246470798811,0.2777777777777778,0.5882843000510283,3,0,22,2
Toulouse,0.0173100096721092,100.0,49,Les Jardins de la Ligne,599,4.012430463504204,0.9055,57690,1.063013542056424,0.3333333333333333,0.6943114558901526,33,2,14,2
Toulouse,0.012109258152558,100.0,23,Parc du Garroussal,54,3.967939726722481,0.9725,56300,0.9811063372302122,0.3333333333333333,0.5907282447757956,17,0,6,2
Toulouse,0.0274404342412669,82.7142698797488,25,Parc des Tourelles,109,3.971648767142925,0.9949,55235,1.0496348213275466,0.2222222222222222,0.3992747598983094,10,1,14,2
Toulouse,0.0272211011365139,100.0,45,Parc de Lagarde,30,3.9644372609725,0.9918,54284,1.7668978225766911,0.4444444444444444,0.6090229872777779,5,0,40,2
Toulouse,0.0024135806239238,100.0,28,Square Antonin Balancy,177,3.976121500282805,0.9098,44111,0.991138896613094,0.2222222222222222,0.4693719428855961,2,0,26,2
Toulouse,0.0097933087766319,25.112389130880487,10,Esapce nature et loisirs de Gagnac-sur-Garonne,8,3.965602017294581,0.9697,47968,1.2798542258336676,0.2222222222222222,0.4947551763472932,3,0,7,2
Toulouse,0.0106058973046988,41.547940839530405,66,Parc de la Salade,59,3.9694908759564553,0.9438,55641,0.6247524213644524,0.2222222222222222,0.5488713826951532,1,0,65,2
Toulouse,0.001855905344095,54.040024822716745,22,Place du ravelin,107,3.956297953964194,0.9994,57153,1.306844102415298,0.3333333333333333,0.761508976666449,17,3,2,2
Toulouse,0.0036481283918842,100.0,40,Square Berthe Morisot,38,3.9590147392152817,0.9384,53015,1.4594216842330994,0.3333333333333333,0.3854113707549547,8,0,32,2
Bologna,0.002514714980843,7.451095108743918,41,Giardino del Guasto,361,3.8908410265707216,0.9796,57235,0.5591881213326035,0.1666666666666666,0.3636459859377391,5,2,34,2
Bologna,0.0146607646578829,73.44029027743339,10,Giardino abitato di Bagnarola,10,3.873424404993878,0.9886,53427,1.0888999753452238,0.1666666666666666,0.4961693608495371,3,0,7,2
