PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,Cluster
-1033.3888451625255,-215.8386587824471,0.7180307217431859,-27.53064175398211,-6.609645221008227,1.1518527294260685,-0.011260566987259397,-0.17387333346467757,-0.06657901794169747,-0.015465562172975587,-0.0284244367535935,-0.0073495819162236005,3.7917338098933315e-14,2
-18373.688349759665,267.539206644346,68.52585472741559,-14.707283657781213,-11.945295851842374,-1.3894860933841173,-0.3660439014215816,-0.026125672894213393,0.0775774844788233,-0.0750314996285139,-0.053839985487239006,-0.046604357194563795,1.7436084819817925e-12,1
11710.598519305291,-183.60429130943845,-25.363518590640844,-13.581961364383464,15.42609332746863,-1.1476005110486351,0.5494416546279182,-0.19625097827550203,-0.05504097550552813,0.01864931672521648,-0.02146385821320145,0.021773634978927987,-1.106278511079753e-12,0
3872.5160003689516,-75.0445165701721,75.03037187552854,-35.717316118595804,-9.06846663992615,4.762599244182303,0.2595734642994878,0.04738630606831031,-0.11485879698280144,-0.02326918581794694,-0.04491729770435209,0.07939799205186515,-3.594314824144102e-13,2
543.289262669562,343.5386440715833,-49.201652272191644,-19.576074981630928,-8.586268827726895,-1.0988317951730018,0.13345965403173743,-0.04715197668574372,-0.037182730483277686,0.03541306934767994,0.10554071735064087,0.0037359717452015457,7.644207705342625e-14,2
6935.612480253997,-217.22551714372455,16.490003837032027,-23.99983597839287,-28.597274745554078,-0.8215326452991141,0.7358640122758666,1.1641664609992435,0.02844359428938361,0.08274403540809547,0.005282582266145297,0.056915953858365176,-6.900558991477819e-13,2
-4218.815892867699,518.7262105315644,-41.991975372632446,-13.72254346443169,-12.945418480516574,-1.3205207550678302,0.13150376667425567,-0.031003227821985127,-0.01845481632268185,-0.07242795550063875,-0.01688697312794797,-0.07162448375540403,5.815380421066412e-13,2
17639.338927715628,263.6804412722966,-45.709232808936484,-21.603363957934405,-5.360655298731704,-0.9379425107043122,0.43867854448976473,-0.07923765377410652,0.008871616611633978,0.010322161606183818,-0.008062211585591865,0.012698853574010136,-1.4723745534498984e-12,0
-8711.436505484942,-156.2434097028415,40.01013366488549,-38.09476991516243,55.16485808620793,-3.174569243658733,-0.05808559906800876,-0.12489220653207445,-0.19340688243685833,-0.04830595207377514,-0.07028709014954924,0.03745322130126266,7.439636706093016e-13,1
-6170.38123001408,-217.40615231723106,-42.2441263269595,-26.149203303649745,-14.410552108866531,0.6117133028818782,0.22149332901980937,-0.09415280265154717,-0.08677004575211228,0.010613648562284365,0.0010620022259419338,0.0021639418638362473,5.051546980124304e-13,1
810.6003239136595,-202.5026663761519,19.21520514531073,-32.52002806109712,-8.201635728052176,-1.383390638770038,0.06044537714328754,-0.13628625334253813,0.035872764509044336,-0.0054977994310313446,0.025032640355895874,-0.07685555963145677,-1.359435875573662e-13,2
5563.605124161089,-193.29088223847955,-38.947274277301304,-28.1082064425912,1.743778880621059,-0.8370327364526693,0.4679817965796228,-0.1950450752924936,0.46504636929055426,-0.019619482509994457,0.04660389547568096,0.022422853762430757,-5.504453538011684e-13,2
