city,area,Vegetation_Cover,Amenities_Total_Count,park_name,reviews_count,weighted_rating,sentiment_score,avg_review_time,Amenities_Diversity_Shannon,Amenities_Diversity,Shape_Deviation,Urban_Circulation_Amenities,Cultural_Context,Urban_Features
Firenze,0.0013862120425235,0.0,39,Prato Dello Strozzino,36,4.054440382026589,0.9528,49191,0.5847161491443458,0.16666666666666666,0.5281506628724755,0,0,39
Firenze,0.0674086338588714,32.00332734181306,15,Parco di Villa Caruso di Bellosguardo,266,4.067489123185325,0.9868,42352,0.6277052571971504,0.16666666666666666,0.3583327414012143,12,2,1
Firenze,0.001197172064047,5.543673871011803,11,Piazza Sandro Pertini,43,4.022439667390162,0.9114,54825,0.30463609734923813,0.1111111111111111,0.28362152766126647,10,0,1
Firenze,0.001761403120853,83.0253246014967,28,"Giardino ""Potente""",20,4.040278884782905,0.9701,49154,0.8304717124362917,0.16666666666666666,0.43072260078544844,8,2,18
Firenze,0.0098422045671008,23.65574840215803,30,Giardino di Viale dei Pini,12,4.0407655634070725,0.941,43620,0.0,0.05555555555555555,0.833028017004745,30,0,0
Firenze,0.0048842177069485,6.462405884397512,85,Giardini di Via Morandi,19,4.046811600332727,0.9778,51518,0.385266963573956,0.1111111111111111,0.5239534037992686,11,0,74
Firenze,0.0019501288115531,3.601634625403415,56,Giardini di Via Locchi,23,4.03979671979672,-0.7246,62924,0.46922034844159877,0.1111111111111111,0.5239534037992686,10,0,46
Firenze,0.002906399973616,8.66984165152405,10,Parco Giochi di Via Signorelli,126,4.016455629597056,-0.9826,63042,0.0,0.05555555555555555,0.6375515068760491,10,0,0
Firenze,0.0044947548292316,0.6675281784193409,44,Parco Giochi Gerini,11,4.047671002087724,0.9953,69825,0.5623351446188083,0.1111111111111111,0.5137887199503752,11,0,33
Firenze,0.0011547527464479,0.0,25,Giardini Daddi,34,4.047075761019984,0.9899,58991,0.8030448563658358,0.16666666666666666,0.39566834833257025,9,0,16
Firenze,0.0151541652483344,5.750942069815763,125,Parco Mariambini,103,4.001457838791172,-0.4613,49066,0.11322250271460811,0.1111111111111111,0.0,3,0,122
Firenze,0.042470620691806,13.684149293647202,137,Giardino Don Renzo Forconi,217,4.089340495024332,0.9912,49844,0.3039417199461783,0.16666666666666666,0.22267530804926805,10,0,127
Firenze,0.024157340030963,4.377350274650661,49,Parco Masaccio,5,4.043396138182867,0.8074,49288,0.8265029858898034,0.2222222222222222,0.4799650218746051,17,0,32
Firenze,0.0052373319514878,66.20223178101003,10,Parco Aldo Moro,1245,4.161058555795398,0.9538,52071,0.5004024235381879,0.1111111111111111,0.5327320087104102,8,0,2
Firenze,0.0505355038855313,0.699442978342411,91,Parco del Ventaglio,673,4.124007504007504,0.9946,46723,0.6909862705655632,0.2222222222222222,0.42663015336003485,24,1,66
Firenze,0.0296517592403255,0.3153286184554242,15,Parco dell'Ambrogiana 2,59,4.061133962179031,0.9742,40595,0.24493002679463532,0.1111111111111111,0.4583958302575927,14,1,0
Firenze,0.0123137420279693,72.59797696038356,118,Le Montagnole,17,4.041904698519876,0.5468,48436,1.326334259639636,0.5555555555555556,0.6234038743878274,48,4,66
Firenze,0.0455893777932869,0.7443911736963165,12,Parco di Via del Mulino,8,4.045470335200065,0.9756,48314,0.9830877585747855,0.2222222222222222,0.6504227134855658,8,1,3
Rotterdam,0.0372855119172232,100.0,73,Schuttersveld,21,3.850819823139278,0.9782,30672,0.41225551367232616,0.2222222222222222,0.49577045242886,66,3,4
Rotterdam,0.0769182714100629,100.0,27,Roel Langerakpark,685,3.9634648688767937,0.9692,42232,0.15841057013179086,0.1111111111111111,0.48666237892181796,26,0,1
Rotterdam,0.0153597261552184,100.0,132,Park Het Oude Westen,348,3.895464667458432,0.9666,42784,1.1948129157022092,0.5,0.3947813943788172,11,6,115
Rotterdam,0.2278367114488203,100.0,109,Prinsenpark,1023,4.170819203052141,0.9862,38591,0.9506396349923196,0.3888888888888889,0.643637728659949,79,1,29
Rotterdam,0.0078647921192311,50.824589387359495,42,Tuschinskipark,46,3.857425832127352,0.8689,55815,0.72228704847609,0.16666666666666666,0.8267462873940558,13,0,29
Rotterdam,0.0436602526500057,100.0,51,Wijktuin Ommoord,9,3.8452509293680297,0.9722,67030,0.09650896073594732,0.1111111111111111,0.533086526096687,50,0,1
Rotterdam,0.373367891568806,67.69536124311503,136,Park de Buitenplaats,10,3.8493034918276376,0.4197,59942,0.31967515115126166,0.2777777777777778,0.5831436679321538,128,0,8
Rotterdam,0.0524207969147264,100.0,29,Drechterweide,57,3.860920674802584,0.9581,58681,0.14999492361041503,0.1111111111111111,0.562625085946127,28,0,1
Rotterdam,0.0009022380325375,40.598288953970254,21,Eendrachts Tuin,90,3.8837044179523135,0.9697,44324,0.0,0.05555555555555555,0.5013353043917168,0,0,21
Rotterdam,0.0085853375005405,74.38525820292327,51,Hefpark,194,3.900236928104576,0.9605,50857,0.19262573846117467,0.16666666666666666,0.4981454402342126,1,0,50
Rotterdam,0.0109056875872579,74.4809213941369,98,Historische Tuin Schoonoord,567,4.0977732527588016,0.9977,55957,0.3511832508773999,0.1111111111111111,0.5013353043917168,11,0,87
Rotterdam,0.0168402207990144,51.570186109026814,140,Ons Park,51,3.836959264599856,0.9911,60981,0.7872750879539584,0.3888888888888889,0.4981454402342126,17,5,118
Rotterdam,0.024329705097523,100.0,53,Schinnenbaan,121,3.838683939601922,0.9804,65970,1.4110757149753343,0.3333333333333333,0.3175717462221904,34,2,17
Rotterdam,0.0287804553959872,100.0,13,Deijffelbroeksepark,15,3.8494911176906,0.9871,21129,0.7902679680745903,0.16666666666666666,0.6966676001624009,3,0,10
Rotterdam,0.0087933728135526,100.0,45,Branco van Dantzigpark,64,3.8539732142857135,0.8313,56594,0.7418161668479184,0.2222222222222222,0.21543266853355625,2,0,43
Rotterdam,0.0696209334307983,100.0,42,Argonautenpark,98,3.866640516039052,0.9676,34199,0.9346360873745013,0.2777777777777778,0.39192338740004606,34,0,8
Rotterdam,0.2342469325494449,100.0,130,Pernisserpark,268,3.9019716334164585,0.9713,46051,0.803755643357605,0.2222222222222222,0.392203530966993,36,0,94
Rotterdam,0.0702180759238228,100.0,51,Berg- en Broekpark,13,3.851417716827279,0.9795,59020,1.018440845751654,0.3888888888888889,0.5751322771095911,38,1,12
Rotterdam,0.0316613489903111,100.0,43,Albert Schweizerplantsoen,454,4.034392458100559,0.9907,27494,0.4442686545817681,0.1111111111111111,0.6454151356397967,36,0,7
Rotterdam,0.00396545572644,100.0,23,Luchtpark Hofbogen,75,3.871837349397591,0.9665,55977,0.8002853336058786,0.2222222222222222,0.6169358019218745,4,1,18
Rotterdam,0.0251490822161223,5.947529647996976,48,Nieuwe Plantage,122,3.872127914951989,0.9927,47028,1.0468512136776291,0.3333333333333333,0.29058428104699174,33,3,12
Utrecht,0.0178753766923552,100.0,76,Tolsteegplantsoen,27,4.1193089742620455,0.9878,65830,1.729119876551329,0.4444444444444444,0.40662528695772393,22,3,51
Utrecht,0.0118513649792019,100.0,14,Jochem Uytdehaageplantsoen,10,4.1186658228953,0.7906,56545,1.0547209169068124,0.2222222222222222,0.32995409623581096,8,0,6
Utrecht,0.0111045930037423,100.0,142,H.J. Schimmelplein,455,4.19903605535319,0.9898,52903,0.8271413698885794,0.4444444444444444,0.302681540814946,10,0,132
Utrecht,0.1484597586035877,100.0,39,Het Bosch,48,4.12998399863455,0.9737,70577,0.707289398705969,0.2222222222222222,0.8299736331302963,31,0,8
Utrecht,0.0318394626742601,68.29155462349783,27,Juliana van Stolbergpark,181,4.134453427273717,0.9829,61033,0.5735160760972796,0.2222222222222222,0.3869246283068617,24,1,2
Utrecht,0.0359444215044155,100.0,12,Cantons park,645,4.139803913823206,0.9911,29476,0.7214636866925116,0.16666666666666666,0.49314683520514435,9,1,2
Utrecht,0.1805717119475323,100.0,20,Gaasperzoom,139,4.138322784489655,0.9798,46522,0.799902779427117,0.2222222222222222,0.2613971568425012,15,0,5
Utrecht,0.0007723395553901,100.0,18,Pandhof SinteÃÂ Marie,294,4.144044671489298,0.9924,53093,1.1199903556503676,0.2222222222222222,0.42345441540376005,3,0,15
Utrecht,0.0151387392240558,100.0,50,Ringpark West,17,4.114165607310103,0.9642,58269,1.2531927910570935,0.3333333333333333,0.3968342543112129,29,1,20
Utrecht,0.0236961688893856,100.0,31,Pekingtuin,23,4.118878603830373,0.9845,51364,1.1142149694748098,0.3333333333333333,0.49314683520514435,21,3,7
Utrecht,0.4941917540307939,93.11574237206698,105,Landgoed Oostbroek,624,4.193976814275008,0.9866,52053,1.0383649642979644,0.2777777777777778,0.24830666328369644,66,0,39
Utrecht,0.4184627110518813,100.0,13,Landgoed Vollenhoven,84,4.1252268026159085,0.9843,49016,0.2711893730418441,0.1111111111111111,0.4136979197333064,12,0,1
Utrecht,0.0174202968745743,100.0,57,Liesbospark,91,4.120719198393457,0.963,39639,1.286242678831532,0.2777777777777778,0.4592246881865545,25,0,32
Utrecht,0.0678342145127966,100.0,72,Slot Zeist,299,4.144443452630013,0.9822,55292,0.7684418754198677,0.5,0.44053777299681307,61,3,8
Utrecht,0.0857437307108066,100.0,58,Hoog Beek en Royen,95,4.11547603475661,0.9839,35638,0.8201784523894697,0.3888888888888889,0.44053777299681307,45,3,10
Utrecht,0.0082153292817985,100.0,59,Jacob van Lennepplein,21,4.112402961292911,0.948,52757,0.6151112341259299,0.1111111111111111,0.44684561585616267,18,0,41
Utrecht,0.0032038680770304,97.77066868262074,14,Beerthuizenplantsoen,55,4.122265237392034,0.9722,58260,1.2700181519104905,0.2777777777777778,0.46329577843659386,7,0,7
Utrecht,0.050316396847343,100.0,121,Park de Watertoren,5,4.118421046871751,0.9463,31568,1.475096565561578,0.4444444444444444,0.5983572816830354,51,1,69
Utrecht,0.0442315470468768,100.0,122,Kasteelpark,20,4.124519641656363,0.9878,54205,0.9999614101657682,0.3888888888888889,0.7269112851576565,85,2,35
Utrecht,0.0232575290737561,100.0,37,De Waterbron,96,4.115467203419725,0.996,51424,0.9152921775770566,0.3333333333333333,0.5535237882408778,27,1,9
Utrecht,0.1482905743728466,100.0,46,Kasteeltuin Lunenburg,35,4.124302191836779,0.995,61782,0.7972316669969958,0.2777777777777778,0.6093709094567732,35,2,9
Utrecht,0.0262084379585511,100.0,30,Willem-Alexanderpark,7,4.115453124487632,-0.128,33415,0.9433483923290393,0.16666666666666666,0.40164394682534044,15,0,15
Utrecht,0.0441555298183523,49.17165678086769,42,Sjanghaipark,11,4.118234813045897,0.9652,56375,0.72228704847609,0.16666666666666666,0.822540503143947,28,0,14
Utrecht,0.0094298587245442,100.0,75,Moreelsepark,35,4.113955733281735,0.9464,49918,0.9659290898223094,0.3333333333333333,0.42345441540376005,7,6,62
Utrecht,0.0762814646264668,100.0,44,Boetzelaerpark,333,4.163840719449446,0.9891,46412,1.0838965742193154,0.3888888888888889,0.5360884153308194,29,2,13
Utrecht,0.0167549828313994,100.0,62,Sonnenborgh,24,4.118986388522214,0.9877,58124,1.3367639319118534,0.3888888888888889,0.42345441540376005,30,3,29
Utrecht,0.0030910358832944,100.0,36,Daalsepark,94,4.099374272893469,0.9466,48197,1.079680225652526,0.3333333333333333,0.3513830523122383,9,1,26
Utrecht,0.1080877219902565,43.776745119990544,70,Achterbos,39,4.122888243053396,0.9783,57742,0.9652381776522277,0.2222222222222222,0.6797338980267329,44,0,26
Utrecht,0.0171207934940587,85.76396764049564,43,Huisbos,73,4.132557376704479,0.9897,61102,1.2542176814837822,0.2777777777777778,0.6797338980267329,24,1,18
Utrecht,0.0044540249298845,4.985549956808521,10,Het Vliegdek Park,44,4.12370308590492,0.9688,50866,0.8018185525433373,0.16666666666666666,0.5067651720984325,7,2,1
Utrecht,0.0183332137296926,100.0,48,Kloosterplantsoen,302,4.175523247177659,0.9897,50228,1.0218977305332133,0.3333333333333333,0.5126200145489226,30,2,16
Utrecht,0.0087848674784046,100.0,14,BRONpark,87,4.120537299112497,0.986,48561,0.25731864054383163,0.1111111111111111,0.8241279825303582,13,1,0
Utrecht,0.0141737201135486,100.0,62,Bosje van Goes,46,4.118623547505126,0.9874,44502,1.1182966689396316,0.2777777777777778,0.5283640437606102,23,0,39
Utrecht,0.0354474748916837,66.5629851582972,103,Mauritspark,97,4.115458382156226,0.9428,37512,0.6658247202243209,0.2222222222222222,0.6207155205728133,17,0,86
Utrecht,0.0249169541819021,100.0,29,De Groene Kop,140,4.138468452055626,0.9973,38591,0.6030352600367863,0.16666666666666666,0.9439995108910761,23,0,6
Utrecht,0.0184699962999522,39.80297070782307,22,Pinetum Birkhoven,187,4.16542515312614,0.9835,59443,0.9575556963742231,0.16666666666666666,0.2666299631672625,13,0,9
Utrecht,0.0360447827922741,100.0,12,Henk van der Griftpark,23,4.120248140569684,0.9915,50654,0.5660857389596289,0.16666666666666666,0.49999023967985134,10,0,2
Utrecht,0.0848496929719517,100.0,47,Wijkpark Molenvliet,284,4.128604786267124,0.923,54107,0.20547074980230556,0.16666666666666666,0.32692369467203564,45,1,1
Utrecht,0.0186523358061565,100.0,32,Van Heukelompark,93,4.1208098360996495,0.9147,53347,1.2885201555823618,0.2222222222222222,0.6616734681690969,11,0,21
Utrecht,0.5992393044792921,100.0,35,Huis Te Linschoten,159,4.114930443578675,0.9577,36294,1.577928448452662,0.3333333333333333,0.45020459477913743,5,0,30
Utrecht,0.0251224757126104,100.0,52,Park de Wildbaan,53,4.115856281310827,0.9869,58793,1.0321032751610715,0.2777777777777778,0.49673250724561957,33,3,16
Utrecht,0.0309609026921996,100.0,13,Heidetuin Driebergen,104,4.133120158641631,0.9891,58223,0.2711893730418441,0.1111111111111111,0.6498085414719014,1,0,12
Utrecht,0.085647228528169,74.97208490311259,114,Natuurpark Bloeyendael,174,4.143326446280992,0.9927,40265,0.9468763545246062,0.4444444444444444,0.37889363655074926,87,4,23
Utrecht,0.004508356576393,100.0,27,Kroonpark,406,3.9556558995697855,0.9911,45658,0.7743112444987517,0.16666666666666666,0.5504729225642253,6,0,21
Utrecht,0.0069366518015505,100.0,10,Heemtuin,709,4.231353989715366,0.9896,45286,0.0,0.05555555555555555,0.7269112851576565,10,0,0
Utrecht,0.3063563115911036,61.63328139469193,92,Park Aardenburg,5,4.117819144861398,0.9371,44482,0.7459340916766336,0.3888888888888889,0.3434900664649775,76,2,14
Utrecht,0.0067335164403948,100.0,28,Schepenbuurtpark,19,4.116178063311882,0.967,51541,1.3577945509928284,0.2777777777777778,0.40140336424826173,7,0,21
Lille,0.004634143,0.264155008,23,Square Dutilleul,49,3.890533844,0.9799,54230,0.9208326693554343,0.2777777777777778,0.6186053504803162,3,0,20
Lille,0.005185242,0.69795375,26,Square Foch,100,3.883203425,0.9939,47440,1.0427845852427873,0.2777777777777778,0.6186053504803162,6,3,17
Lille,0.013703588,78.02102314,14,Plaine du C.O.S.E.C. Norbert Segard,14,3.874636727,-0.6936,52382,0.6559757323365467,0.16666666666666666,0.5714648276491354,13,0,1
Lille,0.016156519,100.0,67,Parc FranÃÂ§ois Mitterrand,218,3.889991917,0.9902,60251,1.6135950257625347,0.4444444444444444,0.4953520947272373,39,1,27
Lille,0.046680053,35.32016625,36,Plaine de Jeux Gernez Rieux,33,3.88253934,0.9306,51220,1.1653482178884653,0.2777777777777778,0.6675793007415629,17,0,19
Lille,0.000928902,43.69380883,28,Square Gavarni,8,3.87905812,0.8898,38046,1.5488581149226048,0.3333333333333333,0.5264218177654902,5,0,23
Lille,0.007000325,6.789124679,16,Parc De Lattre de Tassigny,46,3.8847603,0.9752,32326,1.0373923246209082,0.2777777777777778,0.4105710802840199,11,1,4
Lille,0.002109335,13.72475253,21,Square Winston Churchill,38,3.893666409,0.9979,65339,0.8461447967228176,0.2222222222222222,0.577961789885129,5,1,15
Lille,0.025271013,5.667819077,17,Parc du Brondeloire,81,3.873474324,0.9073,47535,0.5783252866601273,0.16666666666666666,0.5139131972575841,15,0,2
Lille,0.076575271,4.931971975,41,Parc Georges Clemenceau,110,3.889533654,0.9229,48563,0.8998051549262843,0.2777777777777778,0.6243056822907376,39,1,1
Lille,0.00284858,47.21641058,21,Square Carnot,260,3.967503904,0.9728,50906,1.3268674160151437,0.2777777777777778,0.497379636549211,10,1,10
Lille,0.006658495,57.55554569,47,Jardin des Olieux,5,3.875446616,0.8953,55576,0.7896092355864852,0.2222222222222222,0.1287604776545599,10,0,37
Lille,0.004675501,100.0,20,Square Armand Petit,14,3.879236442,0.8977,42432,1.3046615296840591,0.2777777777777778,0.4985478428071005,9,1,10
Lille,0.017472324,3.821212442,23,Jardin Public de Loos,195,3.898446388,0.925,43675,1.165803596639699,0.3333333333333333,0.452196447915566,18,1,4
Lille,0.01192285,100.0,13,Parc Bocquet,71,3.888945194,0.9907,51330,1.2711814802605796,0.2222222222222222,0.4953520947272373,8,0,5
Lille,0.03356534,1.221200241,21,Parc de la Mairie,85,3.909161707,0.9849,38773,0.9550807986656575,0.2222222222222222,0.7541684008828553,18,0,3
Lille,0.006839107,23.32083892,57,Square de la Porte d'Arras,10,3.877983531,0.986,50118,0.9378353992975461,0.2777777777777778,0.426455567503615,18,0,39
Lille,0.000352336,82.75335401,14,Jardin LittrÃÂ©,29,3.888149897,0.9868,45096,1.4944032113796122,0.2777777777777778,0.1343305967478,1,0,13
Lille,0.007928314,48.7913914,28,Jardin de la Treille,11,3.881725313,0.9705,46182,1.6712856339393642,0.3888888888888889,0.6186053504803162,9,1,18
Lille,0.044280736,6.323639013,106,FaÃÂ§ade de l'Esplanade,953,4.091552723,0.9921,42174,0.8794274487692374,0.5555555555555556,0.8811358953796165,9,2,95
Lille,0.03289096,35.30201082,68,Plaine des Vachers,23,3.885822575,0.8471,55405,1.6471420011920994,0.5,0.5264218177654902,19,0,49
Lille,0.012567738,7.388568681,37,Jardin de la Porte d'Ypres,387,3.968834845,0.9909,55904,0.24775082745153582,0.16666666666666666,0.8811358953796165,1,0,36
Lille,0.011644592,100.0,63,Parc du Rossignol,65,3.894876193,0.9648,53311,0.950366913533322,0.2777777777777778,0.6616919896851214,5,0,58
Lille,0.014030581,64.38594316,74,Jardin des GÃÂ©ants,882,4.113525941,0.9894,60921,1.3590029671081572,0.3333333333333333,0.497379636549211,42,1,31
Lille,0.004529396,100.0,12,Square de Valmy,35,3.884777821,0.9942,55733,1.0751393240053735,0.2222222222222222,0.4752787233537663,3,1,8
Lille,0.013313486,55.82254875,61,Square Lardemer,162,3.878665581,0.9756,45595,1.6157289497382081,0.3888888888888889,0.3034525280705771,17,0,44
Lille,0.00514573,1.145389405,10,Jardin des Acacias,129,3.871657526,0.9349,46235,0.639031859650177,0.16666666666666666,0.20669057226851917,9,0,1
Lille,0.001155265,100.0,23,Square Victor Hugo,8,3.879497632,0.5106,61664,0.559834325921902,0.16666666666666666,0.2013829883156727,4,0,19
Lille,0.014763271,100.0,49,Plaine des MÃÂ©tallurgistes,1069,4.10799722,0.9677,50182,1.1849458451126589,0.3333333333333333,0.4848831810485077,8,0,41
Lille,0.004179563,100.0,20,Square de l'Arbonnoise,17,3.874186306,0.9247,42047,1.540123194378106,0.3333333333333333,0.5431119468417838,4,1,15
Lille,0.00729931,100.0,30,Square Henri GhesquiÃÂ¨re,29,3.875549419,0.9913,46726,1.6918959880893731,0.4444444444444444,0.35351158912829705,9,1,20
Lille,0.001821904,100.0,10,Square Jules Ferry,485,3.83944001,0.8354,46473,1.6957425341696348,0.3333333333333333,0.48368185408109243,2,0,8
Lille,0.009673028,20.45621962,10,Parc du Moulin Tonton,265,3.917996144,0.9359,51438,1.2206072645530175,0.2222222222222222,0.5640246799180242,5,0,5
Lille,0.053151118,0.043561112,13,Jardin de la Paix,197,3.947671506,0.9942,41162,0.5359610497090694,0.16666666666666666,0.5007038384337775,11,1,1
Lille,0.165239978,21.87364761,62,Parc de Loisirs et de Nature de Loos,1098,4.074174143,0.6705,39867,0.9991230616606102,0.2777777777777778,0.48919186547501936,32,0,30
Lille,0.033689383,12.56842969,72,Ferme PÃÂ©dagogique de Lomme,15,3.880232919,0.9794,48855,0.7085815342437357,0.16666666666666666,0.6034309507911211,22,0,50
Lille,0.002667228,100.0,16,Square Coustou,9,3.873414007,0.7906,53946,1.2767197047781782,0.2777777777777778,0.46408245850094554,2,0,14
Lille,0.131336377,0.744353672,17,Parc du bois Leurent,313,3.953821565,0.9824,37578,0.362210557135449,0.1111111111111111,0.37100574146859144,15,0,2
Lille,0.03399516,100.0,35,Plan d'eau de Lesquin,242,3.926619409,0.9837,43549,0.8548255099729085,0.2222222222222222,0.46774410090285723,28,1,6
Lille,0.000355817,100.0,15,Square Faraday,84,3.882217904,0.9994,65641,1.4897503188505914,0.2777777777777778,0.12952360580713207,4,0,11
Lille,0.010649207,4.717627252,23,Square L. Devos,10,3.882373828,0.9887,61804,0.6323694730330398,0.16666666666666666,0.20669057226851917,18,0,5
Lille,0.007915417,86.49625626,56,Square des Verts-Tilleuls,25,3.881156973,0.99,50643,1.4962808189487538,0.3333333333333333,0.3953662725312006,24,0,32
Lille,0.000688394,16.65075049,23,Square du ManÃÂ¨ge,293,3.949582743,0.9774,71047,0.17884491271684755,0.1111111111111111,0.497379636549211,0,0,23
Lille,0.001752524,58.09658064,32,Square de la HoublonniÃÂ¨re,13,3.874074945,0.3406,57499,1.393458922181267,0.3333333333333333,0.5951205074595245,1,0,31
Lille,0.002470477,60.63367286,35,Square Flandre-Manuel,6,3.874855126,0.8519,37170,0.6915424017606947,0.2222222222222222,0.35351158912829705,5,0,30
Lille,0.002677675,16.43603355,33,Jardin Philippe de Comines,18,3.875019992,0.8062,56075,0.859421235899237,0.2777777777777778,0.1287604776545599,7,0,26
Lille,0.008284423,6.537504845,26,Berges des Bois-Blancs,143,3.922341239,0.9324,70534,1.7342055445186237,0.3888888888888889,0.8284512324931161,6,1,19
Lille,0.048003244,3.738287418,13,Le parc de la Croisette,24,3.878369235,0.834,48354,0.4293230219306162,0.1111111111111111,0.4764304016547054,13,0,0
